t_index,Freedom_of_expression,Freedom_of_association,Suffrage,Clean_elections,Elected_officials,Individual_liberty,Judicial_constraints,Legislative_constraints,Civil_participation,Direct_vote,Local_government,Regional_government,Deliberative,Equal_access,Equal_distribution,Equal_protection
12,0.05325291172228299,0.085206468730108,0.3126768426648075,0.5666212690042505,0.31267684266460266,0.11786502991974304,0.11653070507643534,-0.05062319599686446,0.3060211222998743,0.04572772511929934,-0.16687815147519752,0.03432249258227416,0.24712469805857631,0.11822578201306015,-0.26888066235607444,0.000642799469190705
13,0.08506127859225186,0.5547775958446921,0.31065860210047747,0.5668787000821857,0.31065860210032264,0.1800089641353897,0.12001806022066075,-0.06061227051711567,0.2914750336053936,0.03782915261656112,-0.052207590191707,0.04290095216859721,0.2284775972252903,0.12042770037348928,-0.21873737369332932,-0.004918314405565615
14,0.08129513518358797,0.6779784315785745,0.30680717602306334,0.5456824977737437,0.30680717602304675,0.1825520744669346,0.08998722236919168,-0.04192242386799737,0.2583817755097695,0.0746986009212325,-0.04814098264872209,0.04054313604257783,0.04016517934186166,0.11942728671870195,-0.17698023250341544,0.005804738809081079
15,0.07581883497115491,0.4210435530810357,0.3017982340518035,0.5226912580354891,0.30179823405160733,0.1729306968668269,-0.13191734843435768,-0.037893755793894965,0.3013297477236422,0.14546953960396494,-0.03360728142452306,0.05268903865696438,0.048471652380875335,0.11866508319505109,-0.11252546767984573,0.022590852486729616
16,0.09552605572855935,0.34912897001618515,0.30087009681021537,0.5435790985151202,0.300870096809836,0.20444207677238188,0.10163516295162026,-0.030696398635129546,0.7036786019572587,0.1606224257395071,-0.010462404194396424,0.06565609295313805,-0.09925743189421862,0.13575777339558026,-0.1992492566806251,0.07938911624007125
17,0.08430632084718605,0.21064489080563276,0.29243235227123093,0.6578584311224814,0.29243235227118497,0.2591698901956457,0.09756470036322919,-0.0007243650516463014,0.72468614822892,0.13982604240976848,0.0188982902883754,0.07441382948077291,-0.1177658516000137,0.1300390523146182,0.04333168311468213,0.1261191264221061
18,0.10331092003741327,0.16851041503943415,0.2821764216218488,0.5539487329902695,0.2821764216220222,0.28883665090288,0.08469122138946143,0.022339665215331116,0.7306255128447311,0.20350039305272233,0.07925493772237611,0.0820754338955583,0.007456014793099977,0.12338859913421309,0.07528287575323143,0.14920423002984462
19,0.09859797044745827,0.1525781187214327,0.26788276148832935,0.5444033465992534,0.2678827614885478,0.2950547255164066,0.08614612000255199,0.04943783270392081,0.6899186134759998,0.2332439704179252,0.11259324407896297,0.08118993294226785,0.04519454651674603,0.1136799438367902,0.0822978074171489,0.14652271276655082
20,0.1084058366128203,0.148778547734217,0.24845721129005335,0.5112051176658006,0.24845721129021237,0.3489832457799693,0.10747074124452871,0.07333462100544935,0.6295248133382564,0.2658740299410161,0.14135982273325015,0.0726890983069645,0.03777407628554723,0.10168983313442681,0.1415933030516301,0.11955857522959067
21,0.11624608967622677,0.14929123928266774,0.225837687105558,0.4753524008475195,0.22583768710571522,0.390682122074661,0.041751862077907015,0.09939923637883853,0.5901433631026596,0.30906726667472645,0.1592233632558844,0.05991610438607813,0.12087293488043509,0.0880711071569599,0.1473293375473941,-0.1502554854888669
22,0.11688704014476411,0.1495905647755658,0.20451708849556574,0.41669532669099935,0.2045170884957268,0.3712234506148701,0.05514287494907479,0.12425639664224526,0.5550928547076368,0.38944605400897825,0.1713323048859385,0.04555265472847573,0.11784853738468574,0.07572863823991821,0.1482523243324267,0.17986526625339228
23,0.11426159188856257,0.14739010289789994,0.18520288892242032,0.40574721511721096,0.18520288892231684,0.33136884894150603,0.055480761988933876,0.13144849591049831,0.5159630771563212,0.44445775185680453,0.17310847424577733,0.03491390388076173,0.12031529366593223,0.06531516741978242,0.1426102270199978,0.18998751649512077
24,0.1128877340160288,0.19742451715915343,0.17008334640690176,0.3866245975391289,0.1700833464069253,0.33769606780699246,0.023421981760306472,0.17473648895187854,0.4873839051553533,0.49275349180722827,0.16735521629290248,0.023512019321227057,-0.8431033745484198,0.04183312071166719,0.13269582606918404,0.1476627655895861
